class,text
Q,No reference to dropouts reported.
P,No reported attrition of participants
Q,No reported attrition. All participants accounted for in the data analysis
P,No reported attrition. All participants accounted for in the data analysis
P,No reported attrition. All participants accounted for in the data analysis
P,"No reported dropouts; however, unclear if all participants were included in the 8-week assessment of outcome as no total numbers reported only statistical analysis results."
P,No reports of dropout given
Q,No reports on number of missing outcome data and reasons for drop out or exclusion from study
P,"No sample size information included in Results section, so it is unclear whether all participants completed follow-up examinations. Most outcomes assessed immediately after insertion of the punctal plugs (ocular surface staining assessed 3 days after occlusion"
P,No significant differential loss to follow-up. Intention-to-treat analysis described
N,No subgroup analysis of those with endoscopic evidence of oesophagitis
P,No table of baseline characteristics
P,No withdrawal reported
Q,No withdrawal reported
,No withdrawal reported
,No withdrawal reported
,No withdrawal reported
,No withdrawal reported
,No withdrawal reported
N,No withdrawal reported
N,No withdrawal reported
,No withdrawal reported
,No withdrawal reported
,No withdrawal reported
P,No withdrawals
N,No withdrawals or dropouts reported
,No withdrawals or losses to follow-up
,No withdrawals or missing data reported.
,No withdrawals or missing data reported.
N,No withdrawals were reported and no missing data were directly stated. It appeared all the 97 children who were initially randomised were analysed as calculated from the results section.
,No withdrawals were reported in the treatment groups
Q,"No withdrawals were reported, and no missing data were directly stated. It appears that all 60 children who were initially randomised were analysed as calculated from the findings section of the proportion of children who achieved adequate sedation in both subgroups."
P,"No withdrawals were reported. Although the children with missing data were not specifically reported, it appears that all the 70 children who were initially randomised were analysed as calculated from the results section."
N,"No withdrawals, attrition, or loss to follow-up mentioned."
N,No-one withdrew from the study.
N,"Non-closure, 53 versus 70 closure."
N,None
Q,None
P,None
P,None
Q,None
P,None
N,None apparent
P,None detected.
Q,None found
P,None lost to follow-up.
P,"None of the 6 schools in the study dropped out, and survey participants were redrawn from the student population at baseline and follow-up. No response rate for the repeat cross-sectional data collection is reported, but there is no indication that sampling variation introduced substantial bias"
P,None.
P,None.
P,None.
P,None.
P,Not able to determine
P,Not able to determine
P,Not all participants followed up at 1 week post-ECT. Dropout rates provided in published article do not match up with those provided by author
N,"Not all women who were randomised went on to have hysteroscopy, as some had GIS only. It is not specified if this was planned in advance or due to drop outs. In addition the number of responders was poor."
P,Not applicable
P,Not applicable
N,Not applicable
P,Not applicable
Q,Not applicable
P,Not applicable
P,Not applicable
P,Not applicable
N,Not applicable. Study failed in the recruitment phase
P,Not available
Q,Not blinded - not applicable
P,Not categorically stated how many women were randomised
P,Not clear
N,Not clear
N,"Not clear how many participants of those initially included had full assessment of the study endpoints. From Table 1 in Anonymous 1970, it was clear that ≥ 1 of the outcomes not all participants were evaluated at longest follow-up"
P,Not described
N,Not described
,Not described
N,Not described
N,Not described
N,Not detailed.
N,Not discussed. Not clear if there were missing outcome data
P,Not enough information
Q,Not enough information to assess bias
P,Not enough information to assess bias
Q,"Not intention-to-treat: ""Since missing data were relatively few and not different among treatment conditions, only the data collected were analysed."""
N,Not mentioned
P,Not mentioned in the paper
N,Not mentioned in the published abstract
N,"Not mentioned of participants had missing outcome data, but only 1 site performed liver biopsies."
N,Not mentioned. Unclear whether there were missing data on randomised participants.
N,"Not much attrition, but it was related to side effects of the iron"
N,Not reported
P,Not reported
N,Not reported
P,Not reported
N,not reported
N,not reported
N,not reported
N,not reported
,not reported
N,not reported
N,not reported
P,not reported
Q,not reported
Q,not reported
N,not reported
Q,not reported
P,not reported
N,not reported
N,Not reported
N,not reported
P,Not reported
N,Not reported; number randomised same as number evaluated
Q,Not reported; numbers evaluated same as numbers randomised by ITT analyses
P,Not reported.
N,Not reported.
,Not reported.
,Not specified
,Not specified in the study
,Not specified.
,Not specified.
,Not specified.
,Not stated
,Not stated
,Not stated specifically for multimorbidity sub-group; overall follow-up 85%
,Nothing mentioned about attrition. Said that 30 were selected in each group. Had end-of-study data for 30 in each group. But too much information is lacking to make a clear judgement
,"Number and reasons for attrition reported. Missing outcome data balanced in numbers across intervention groups, with similar reasons for missing data across groups"
,Number and reasons for attrition stated. Analysis performed on an ITT basis
,Number and reasons for lost to follow-up incompletely reported
,Number and reasons for missing data are not clearly reported
,Number and reasons for missing data clearly reported. Missing outcome data balanced across intervention groups
,"Number and reasons for missing dichotomous outcome data reported; imbalance in numbers and reasons for missing data across intervention groups, which is not addressed for continuous outcome data"
P,Number and reasons for withdrawals not reported.
,"Number dropped out during intervention: 7. Quote: “..seven patients failed to complete the 12 weeks of the crossover randomisation phase because of withdrawal of study consent after randomisation, but previously have received the first dose of study medication” (pg 497) Analyses excluded participants with missing data (n = 7)."
,Number leaving early during intervention: 3 participants (DHEA = 0; placebo = 3) eliminated from study analysis after failing to complete 3 weeks of randomisation phase (selected a priori). Missing data on 4 participants (DHEA = 2; placebo = 2) imputed using LOCF Three participants eliminated from study analysis after failing to complete 3 weeks of randomisation phase (selected a priori) . Missing data on 4 participants imputed using LOCF
